0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,target
1.3454227363998223,1.2789636012679766,-0.370294612,0.6408577126829299,0.40953607373627476,-1.318321354,0.30521999104294434,-1.244602083,1.3158754827770613,0.19567315897111967,-0.080734705,-0.281615797,0.8050775818045698,1.0290098881827678,-0.24885199,0.8364003988141543,-0.339314711,-0.914639958,0.908873478,0.5130290754726425,1.0501848556717788,-1.370594972,0.7494311380028785,0.25028915602419527,1.761927113048529,0.27770419853974754,-0.709587797,0.39666946274742715,-0.029800566,-0.695429973,0.4440179168227022,-0.167259958,1.2989467462547775,-1.407607374,0.4060408274859679,-1.899772365,1.1601021340405209,0.6795093773331509,0.5808213873956128,0.22187357743873906,-1.870519148,0.46609701111492874,-1.025437913,-1.329710718,1.800305421797244,1.808659996630491,-0.983144698,0.4807828462874764,2.665997252,-0.877793805,70.51271770352719
0.12362844435179143,0.9668433456522945,-0.66901391,0.11110268564860276,-2.234685787,-2.072008424,1.497133067298487,0.100488079,0.5462572065857799,-1.966993554,-1.093921557,-2.06866666,0.2211079788583706,-1.984173783,0.7150495744547017,0.9878044962576774,-0.130256304,1.5504463901881638,-0.526851433,-1.350183922,-0.606198233,0.30505182663291075,-0.123458908,-1.031425504,-0.195752606,-0.010415828,0.6460950114930328,-0.041704601,-1.30813876,1.1900927990092953,0.8123308999156933,-0.399700895,-0.932402376,0.25085431835619015,-0.347940591,1.4357930003502675,0.083555594,0.37484895617010344,0.6415143257080007,-2.099556183,1.5320863121200192,0.3956319073680049,-0.614348928,-2.144473004,0.23161610118312612,-0.681709489,0.8826433372888293,0.7230977829335993,-0.504627125,0.8314960162972077,-166.5697353
-0.025167785,-0.32242984,-1.531140816,-0.178195475,-0.438213757,1.2030271849208225,-1.485567903,-0.042841944,-1.579540104,0.43872527099841613,1.554305855958465,0.351255758,0.5226635613368088,-0.636893551,1.5722669274740348,-0.169457815,-0.71542232,0.27158555064754625,-0.105222708,-0.230216154,0.7308589350339353,-0.057500522,0.9952392201069283,0.7028788198894357,0.562034023,-1.408335661,0.42412680168450145,2.2468603173252895,3.534994116069563,1.210092444803216,2.0479918207225083,0.33337976757663496,0.022453320322242946,-0.140797717,-2.182290821,-0.447843505,-1.339306252,0.594834053,-1.876181883,0.48119379553017755,0.48324185820540094,-0.22339846,-1.584264839,-0.721606309,-1.526318883,0.859225353,-0.688779652,0.5788371093006384,-1.633503666,1.4536093620976795,-10.43118512
0.5977989207128152,1.1830370688875347,1.6882376772342045,2.292277425782489,-1.107810491,-0.74508628,0.040583455,2.571434302105622,-0.024321594,0.065678483,-0.006808926,-1.206547692,-0.34941584,-0.493049371,0.2952071132850554,-0.726313384,-1.391113694,1.068485701932105,-0.800274852,-0.312336285,0.48774052018646347,0.589440779,0.4494438122531724,0.2314404105275247,0.3360024429225781,1.1588517562593728,0.5448417721537424,-1.322163592,0.6294331456626482,-1.509388865,-0.091961051,-0.85252728,-0.739586222,0.29756960278400924,-0.505960927,-0.543081009,1.3322291095452616,-1.429104974,-0.142063395,-0.561195882,-1.615575599,0.6269366973943075,1.0987547769292938,1.6895371200515974,0.26716061119421497,-1.095623464,-0.005997601,-0.366996906,-0.648773618,0.4106545808808045,-121.3454599
-0.396521047,0.3768068388832595,0.9625630023944183,-0.474597447,0.8309444988909078,0.7920213802441495,0.061232555,-0.748232117,-0.18009913,-0.060123027,1.4499913319661644,0.19339246753087747,-0.694005549,-0.773319304,0.8380356389297324,-1.19925982,1.3307582113404426,-0.885672493,-1.018931631,-0.027459231,-0.09825913,0.7697719404152445,-1.397574073,-0.119240604,-0.812853679,1.3156912801270695,0.735274557,1.3129890468274787,0.28990088018567245,-0.465838391,0.9095263619937733,-0.424941446,1.6729148848177624,0.863898462,1.2457532719555013,0.6186345935266309,-0.434907641,0.5264073119904227,-1.874384008,0.6004230343929913,-0.953927476,-0.030204762,-0.369785057,-0.324013024,0.26978414059973943,-0.755209958,0.2861665346433425,0.5234320555395081,0.10834803952173862,0.21439906974405382,216.41187046988068
-0.273691521,1.0872958770063954,-0.972550808,1.2959154695379247,-0.366888464,0.2513972948445216,0.7952399450500717,-0.181170079,0.664313375,-1.131679136,-1.318926674,1.6188236874363424,1.5201122231049469,-1.745849272,-0.18876343,-1.058097829,0.6953090179559084,0.006700306,0.10870607169573998,1.5732694835740475,0.5141996133709734,-0.017345714,0.079765538,0.035972543,-1.252536104,-0.63926131,1.0720499504088719,0.026631603,-0.968984594,-0.870771061,-0.536788478,1.4188621980204312,-1.527678442,0.083353379,0.16086710129870593,1.1235855326852544,1.7629298513882017,0.993922787,0.47537374078782907,-2.124147762,0.5951838958390966,-1.01436904,0.089162832,-1.415228525,-0.9903013,-0.703313893,0.643987644,1.4772831365564782,0.1306935450080722,0.10949001008344134,-35.60461316
-0.268161201,-0.39586075,-1.319361239,1.4445151688205649,-0.264247121,-0.249914648,0.5010139090932321,-0.053693107,-1.241964366,1.5859522123010588,0.1583512296992017,0.27844388155775657,-2.259931051,0.2348384482439565,-0.156915737,1.3034029425871414,0.11757435171631497,-2.021933268,0.150740951,-0.684944487,-2.653404355,0.069478175,-1.210007434,0.48577844211179594,-0.131857309,-2.049167897,-0.171545542,0.378908093,-0.37349658,-1.385095922,0.502488634,-1.932873954,0.053302157,-0.113686729,-0.256203686,-0.163698985,0.9449133609032331,1.6787408538816926,0.7757042825753105,-0.759314257,0.8135777628974258,-0.246813928,-0.937331913,0.8928367743170913,0.9826007993280731,0.9000272415047988,0.066576898,1.4408628796197265,-0.377973617,-1.86139582,107.68578597181641
0.4536947079454147,0.26416846140933503,-0.215480398,-1.479175314,-1.323344485,-0.014852705,2.3941272185749445,-1.247714319,0.098328168,0.8051158957505412,-1.685535616,0.762720948,0.49002184006810123,-0.510324216,-0.651308709,1.4964151093400933,-0.485991838,1.4979549447410354,-0.440112322,-0.460876686,0.6444002132146582,-1.626980405,0.085483023,0.17719280745528973,-0.923172723,0.22523581023304368,-1.378435249,0.7207191877045366,-0.400350268,-1.765454447,0.6534394394020041,0.7969832569224634,-0.258281279,2.315455676397936,-0.430776566,0.2887523785608134,0.49313906245046596,-1.835029689,0.22347515120559833,-1.553374818,1.4457432328976398,-0.291739281,0.5419569274572844,-1.559423032,0.21102193394883015,1.8545672160054005,-2.315123189,0.6577062915259317,0.43394981462363824,2.3080472805645815,-356.5314349
0.7333050887350482,-0.076144455,-0.328663267,-0.088710558,1.4222695272969343,1.4957610663740717,2.2848677667625763,0.503283049,-1.077499841,1.7383765792520676,-0.445291828,0.3117243625904018,-0.857699087,0.9808091386242215,-0.690210287,0.7869373432970674,-0.753754054,-0.323496277,-0.216132841,-0.503506058,0.39408573395617097,-1.441092333,-0.045281843,-1.041237822,0.6181348842531459,1.1291107292832239,1.9581235338277618,-0.398480191,-1.016590428,2.2145378300942125,0.7116628295450308,-1.641966792,1.1061251970718278,-0.736081545,-0.171954727,-1.213124974,1.8839105746689961,-0.955573295,-1.042271665,-1.518889914,-1.728569312,1.7228897438945938,1.3909748027713387,0.28048911912933405,-0.559392005,-0.049505983,-0.103176365,-0.141927437,-1.760027334,-2.183094696,-10.20224715
-2.341448451,-0.713175575,0.6308264584033801,-0.390403211,0.6382164688913976,-0.522693086,-1.047468915,0.073450119,-0.064952843,-1.405483715,1.1328312749764504,1.5914940146129322,-0.666916508,-1.016860184,-0.109008313,1.889939561889333,-0.171943712,-0.678345123,-1.784018966,-0.303572657,0.23989359389327114,0.016268914668171108,0.14340821998455977,-0.647155592,0.6876599843731398,-0.607536762,0.083202357,0.8166340792405562,0.9267754021554311,0.3761346496787076,-0.620669255,-1.338301935,0.7490998222151474,-1.639193028,-0.820207151,0.4854369680515124,-1.473280378,-0.754723362,0.10532335860530427,0.7726590642214552,0.028312271,0.8740023036989285,-0.082317034,-0.978837982,0.5130387759326697,0.4809368593000799,-0.689131231,-0.894337488,0.4878927561352816,-1.188259113,6.571062660878551
